1120254842558042113	philippinesEarthquake2019	[(0, 0.33169222), (1, 0.03151358), (2, 0.6367942)]
1120254858857029632	philippinesEarthquake2019	[(0, 0.046856426), (1, 0.5740889), (2, 0.37905473)]
1120254987978690560	philippinesEarthquake2019	[(0, 0.19905417), (1, 0.7580338), (2, 0.042912032)]
1120255100163739648	philippinesEarthquake2019	[(0, 0.026992725), (1, 0.23323828), (2, 0.73976904)]
1120255197719089152	philippinesEarthquake2019	[(0, 0.088334806), (1, 0.05428041), (2, 0.85738474)]
1120255205919154177	philippinesEarthquake2019	[(0, 0.024141561), (1, 0.84688467), (2, 0.1289738)]
1120255218963189760	philippinesEarthquake2019	[(0, 0.059613943), (1, 0.035983875), (2, 0.9044022)]
1120255250940727297	philippinesEarthquake2019	[(0, 0.6254274), (1, 0.03174403), (2, 0.34282854)]
1120255315679649793	philippinesEarthquake2019	[(0, 0.033786662), (1, 0.020055916), (2, 0.9461574)]
1120255315746754560	philippinesEarthquake2019	[(0, 0.022036867), (1, 0.6514825), (2, 0.32648057)]
1120255339247484931	philippinesEarthquake2019	[(0, 0.01968313), (1, 0.7817857), (2, 0.19853123)]
1120255346574946304	philippinesEarthquake2019	[(0, 0.20917116), (1, 0.3845838), (2, 0.40624502)]
1120255424026910720	philippinesEarthquake2019	[(0, 0.122800134), (1, 0.3361708), (2, 0.5410291)]
1120255517547466752	philippinesEarthquake2019	[(0, 0.92780334), (1, 0.027033722), (2, 0.045162935)]
1120255571163136001	philippinesEarthquake2019	[(0, 0.028985042), (1, 0.5688911), (2, 0.4021238)]
1120255595045502976	philippinesEarthquake2019	[(0, 0.069016516), (1, 0.043245282), (2, 0.8877382)]
1120255606504529922	philippinesEarthquake2019	[(0, 0.9531503), (1, 0.017924296), (2, 0.028925437)]
1120255667233853440	philippinesEarthquake2019	[(0, 0.04521935), (1, 0.20536523), (2, 0.7494154)]
1120255816395661313	philippinesEarthquake2019	[(0, 0.14036995), (1, 0.8095971), (2, 0.050032966)]
1120255903955947526	philippinesEarthquake2019	[(0, 0.26361927), (1, 0.48329785), (2, 0.2530829)]
1120255935576858625	philippinesEarthquake2019	[(0, 0.057531558), (1, 0.031079436), (2, 0.911389)]
1120255959274668033	philippinesEarthquake2019	[(0, 0.05992506), (1, 0.036312003), (2, 0.903763)]
1120256078975885313	philippinesEarthquake2019	[(0, 0.05645385), (2, 0.9348799)]
1120256184978558976	philippinesEarthquake2019	[(0, 0.09621591), (1, 0.2083131), (2, 0.695471)]
1120256236664963072	philippinesEarthquake2019	[(0, 0.034971148), (1, 0.6784949), (2, 0.286534)]
1120256246177624064	philippinesEarthquake2019	[(0, 0.7301596), (1, 0.02425719), (2, 0.24558328)]
1120256272345915393	philippinesEarthquake2019	[(0, 0.94944197), (1, 0.018239414), (2, 0.03231864)]
1120256331972108288	philippinesEarthquake2019	[(0, 0.49142146), (1, 0.018431325), (2, 0.49014717)]
1120256399622033408	philippinesEarthquake2019	[(0, 0.19047648), (1, 0.01811282), (2, 0.7914107)]
1120256486775459841	philippinesEarthquake2019	[(0, 0.029506667), (1, 0.017925676), (2, 0.95256764)]
1120256537191010305	philippinesEarthquake2019	[(0, 0.83612233), (2, 0.15618837)]
1120256545483317248	philippinesEarthquake2019	[(0, 0.9764761), (2, 0.01465274)]
1120256557894135808	philippinesEarthquake2019	[(0, 0.58459246), (1, 0.015190892), (2, 0.4002166)]
1120256562079997952	philippinesEarthquake2019	[(0, 0.021704163), (1, 0.6338891), (2, 0.3444068)]
1120256648298131458	philippinesEarthquake2019	[(0, 0.044896074), (1, 0.027304782), (2, 0.9277991)]
1120256681298911234	philippinesEarthquake2019	[(0, 0.24727805), (1, 0.02718396), (2, 0.72553796)]
1120256733287305216	philippinesEarthquake2019	[(0, 0.1213503), (1, 0.7741036), (2, 0.10454611)]
1120256735019618309	philippinesEarthquake2019	[(0, 0.07169621), (1, 0.3928369), (2, 0.5354669)]
1120256744079233027	philippinesEarthquake2019	[(0, 0.025365716), (1, 0.12956776), (2, 0.84506655)]
1120256779521331200	philippinesEarthquake2019	[(0, 0.026259718), (1, 0.015281183), (2, 0.9584591)]
1120256810034712577	philippinesEarthquake2019	[(0, 0.028967459), (1, 0.018060327), (2, 0.95297223)]
1120256830637088769	philippinesEarthquake2019	[(0, 0.0654315), (1, 0.5829276), (2, 0.35164094)]
1120256837465464832	philippinesEarthquake2019	[(0, 0.029628195), (1, 0.23247391), (2, 0.7378979)]
1120256854628585473	philippinesEarthquake2019	[(0, 0.024191018), (1, 0.36011168), (2, 0.61569726)]
1120256947805016072	philippinesEarthquake2019	[(0, 0.029822867), (1, 0.018160015), (2, 0.9520171)]
1120256952322232322	philippinesEarthquake2019	[(0, 0.01919354), (1, 0.56626683), (2, 0.41453964)]
1120256987088867329	philippinesEarthquake2019	[(0, 0.044692155), (1, 0.44098616), (2, 0.5143217)]
1120257061512601600	philippinesEarthquake2019	[(0, 0.2518969), (1, 0.13585594), (2, 0.6122472)]
1120257106395848704	philippinesEarthquake2019	[(0, 0.021508029), (1, 0.013708523), (2, 0.96478343)]
1120257133021237248	philippinesEarthquake2019	[(0, 0.072076306), (1, 0.4877879), (2, 0.44013578)]
1120257200746684422	philippinesEarthquake2019	[(0, 0.07202918), (1, 0.043507013), (2, 0.88446385)]
1120257284284661760	philippinesEarthquake2019	[(0, 0.038676415), (1, 0.023963109), (2, 0.93736047)]
1120257349040492544	philippinesEarthquake2019	[(0, 0.05951428), (1, 0.8790476), (2, 0.061438132)]
1120257366547554304	philippinesEarthquake2019	[(0, 0.9429256), (1, 0.021459578), (2, 0.035614878)]
1120257397044367361	philippinesEarthquake2019	[(0, 0.044705022), (1, 0.1527965), (2, 0.8024985)]
1120257402098503680	philippinesEarthquake2019	[(0, 0.059854567), (1, 0.24968222), (2, 0.69046324)]
1120257414874353664	philippinesEarthquake2019	[(0, 0.02885366), (1, 0.017874358), (2, 0.953272)]
1120257464153169920	philippinesEarthquake2019	[(0, 0.04980306), (1, 0.19700415), (2, 0.7531928)]
1120257469551222784	philippinesEarthquake2019	[(0, 0.0445041), (1, 0.74000376), (2, 0.21549217)]
1120257519085993984	philippinesEarthquake2019	[(0, 0.036006376), (1, 0.12352742), (2, 0.8404662)]
1120257526677663744	philippinesEarthquake2019	[(0, 0.036852963), (1, 0.79313797), (2, 0.17000903)]
1120257624421703680	philippinesEarthquake2019	[(0, 0.029332835), (1, 0.42345178), (2, 0.54721534)]
1120257764905799681	philippinesEarthquake2019	[(0, 0.03164069), (1, 0.26419377), (2, 0.7041656)]
1120257796388245506	philippinesEarthquake2019	[(0, 0.01939903), (1, 0.012028291), (2, 0.9685727)]
1120257804479025153	philippinesEarthquake2019	[(0, 0.024857221), (1, 0.0133053195), (2, 0.9618375)]
1120257910821593089	philippinesEarthquake2019	[(0, 0.03567893), (1, 0.021474928), (2, 0.9428462)]
1120258040698212352	philippinesEarthquake2019	[(0, 0.94346744), (1, 0.021413645), (2, 0.035118967)]
1120258044321906688	philippinesEarthquake2019	[(0, 0.021546282), (1, 0.6833978), (2, 0.29505593)]
1120258101217599488	philippinesEarthquake2019	[(0, 0.40325353), (1, 0.10454623), (2, 0.4922003)]
1120258137259249667	philippinesEarthquake2019	[(0, 0.06884541), (1, 0.043367337), (2, 0.8877873)]
1120258220990160898	philippinesEarthquake2019	[(0, 0.6507728), (1, 0.15714829), (2, 0.19207887)]
1120258309708083200	philippinesEarthquake2019	[(0, 0.9103598), (1, 0.030687101), (2, 0.058953103)]
1120258385218158592	philippinesEarthquake2019	[(0, 0.7571009), (2, 0.23498043)]
1120258451370725376	philippinesEarthquake2019	[(0, 0.021719182), (1, 0.57425034), (2, 0.40403047)]
1120258453258362880	philippinesEarthquake2019	[(0, 0.45104468), (1, 0.5306368), (2, 0.018318566)]
1120258476566024194	philippinesEarthquake2019	[(0, 0.73944646), (1, 0.010799496), (2, 0.24975409)]
1120258507591176192	philippinesEarthquake2019	[(0, 0.056994338), (1, 0.03579945), (2, 0.9072062)]
1120258518123208704	philippinesEarthquake2019	[(0, 0.8342654), (1, 0.017811704), (2, 0.1479229)]
1120258583659261952	philippinesEarthquake2019	[(0, 0.9102395), (1, 0.07371862), (2, 0.016041905)]
1120258609424637952	philippinesEarthquake2019	[(0, 0.7435712), (1, 0.0153962355), (2, 0.24103254)]
1120258723744710657	philippinesEarthquake2019	[(0, 0.5921415), (1, 0.31137645), (2, 0.09648199)]
1120258804635955200	philippinesEarthquake2019	[(0, 0.03176246), (1, 0.68439), (2, 0.28384757)]
1120258809060921344	philippinesEarthquake2019	[(0, 0.45196232), (2, 0.54013455)]
1120258821639815168	philippinesEarthquake2019	[(0, 0.87490267), (1, 0.012641513), (2, 0.11245581)]
1120258854066032641	philippinesEarthquake2019	[(0, 0.54669493), (1, 0.021469243), (2, 0.43183586)]
1120258867961589761	philippinesEarthquake2019	[(0, 0.68824714), (1, 0.018037183), (2, 0.2937157)]
1120258898068484096	philippinesEarthquake2019	[(0, 0.075314224), (1, 0.04340851), (2, 0.8812773)]
1120258970315137024	philippinesEarthquake2019	[(0, 0.0315422), (1, 0.01948315), (2, 0.9489746)]
1120259108471394304	philippinesEarthquake2019	[(0, 0.16843125), (1, 0.61607665), (2, 0.21549213)]
1120259131921715202	philippinesEarthquake2019	[(0, 0.12811792), (2, 0.8633325)]
1120259143225364480	philippinesEarthquake2019	[(0, 0.51180714), (1, 0.01188776), (2, 0.47630516)]
1120259151760781312	philippinesEarthquake2019	[(0, 0.34003982), (1, 0.2491139), (2, 0.41084626)]
1120259264767860737	philippinesEarthquake2019	[(0, 0.05831767), (1, 0.03597864), (2, 0.9057037)]
1120259271499735040	philippinesEarthquake2019	[(0, 0.8556113), (1, 0.054969374), (2, 0.08941929)]
1120259296569073664	philippinesEarthquake2019	[(0, 0.02726343), (1, 0.7120974), (2, 0.26063913)]
1120259303040897024	philippinesEarthquake2019	[(0, 0.022328587), (1, 0.07736552), (2, 0.9003059)]
1120259389280141314	philippinesEarthquake2019	[(0, 0.9425073), (1, 0.02152133), (2, 0.035971317)]
1120259391545139203	philippinesEarthquake2019	[(0, 0.9277793), (1, 0.02688655), (2, 0.045334175)]
1120259395223339008	philippinesEarthquake2019	[(0, 0.015683288), (1, 0.76023686), (2, 0.22407983)]
1120259435052576768	philippinesEarthquake2019	[(0, 0.034272294), (1, 0.4525883), (2, 0.51313937)]
1120259437019553797	philippinesEarthquake2019	[(0, 0.060296044), (1, 0.036390156), (2, 0.9033138)]
1120259446632960000	philippinesEarthquake2019	[(0, 0.028297527), (1, 0.01775588), (2, 0.9539466)]
1120259478371303425	philippinesEarthquake2019	[(0, 0.04446667), (1, 0.027072487), (2, 0.92846084)]
1120259476068548610	philippinesEarthquake2019	[(0, 0.12464327), (1, 0.014437943), (2, 0.86091876)]
1120259585082658816	philippinesEarthquake2019	[(0, 0.9600213), (1, 0.015347567), (2, 0.02463112)]
1120259624307814401	philippinesEarthquake2019	[(0, 0.04387404), (1, 0.024781182), (2, 0.93134475)]
1120259642389671936	philippinesEarthquake2019	[(0, 0.31978112), (1, 0.662839), (2, 0.017379895)]
1120259661091893248	philippinesEarthquake2019	[(0, 0.10373348), (1, 0.05486376), (2, 0.8414027)]
1120259741156958208	philippinesEarthquake2019	[(0, 0.14529388), (1, 0.01432579), (2, 0.8403804)]
1120259749985918977	philippinesEarthquake2019	[(0, 0.05783974), (1, 0.8841473), (2, 0.058012977)]
1120259760077467648	philippinesEarthquake2019	[(0, 0.03233411), (1, 0.46290484), (2, 0.5047611)]
1120259786723844096	philippinesEarthquake2019	[(0, 0.52381736), (1, 0.011291722), (2, 0.4648909)]
1120259791652155393	philippinesEarthquake2019	[(0, 0.03177783), (1, 0.13361129), (2, 0.8346109)]
1120259849634271232	philippinesEarthquake2019	[(0, 0.24067134), (1, 0.7033621), (2, 0.055966552)]
1120259900045692928	philippinesEarthquake2019	[(0, 0.021778839), (1, 0.4253555), (2, 0.5528657)]
1120259909419823104	philippinesEarthquake2019	[(0, 0.025083125), (1, 0.0156174395), (2, 0.95929945)]
1120259914910146560	philippinesEarthquake2019	[(0, 0.034982394), (1, 0.0202234), (2, 0.94479424)]
1120259941627916288	philippinesEarthquake2019	[(0, 0.022067634), (1, 0.30103716), (2, 0.6768952)]
1120260038340370432	philippinesEarthquake2019	[(0, 0.9729336), (1, 0.010172038), (2, 0.016894368)]
1120260061106827265	philippinesEarthquake2019	[(0, 0.66548985), (1, 0.023867918), (2, 0.31064227)]
1120260125480996864	philippinesEarthquake2019	[(0, 0.943647), (1, 0.021489935), (2, 0.034863103)]
1120260185165971456	philippinesEarthquake2019	[(0, 0.42032275), (1, 0.014279448), (2, 0.5653978)]
1120260412862132224	philippinesEarthquake2019	[(0, 0.6397776), (1, 0.3300041), (2, 0.030218301)]
1120260680102236160	philippinesEarthquake2019	[(0, 0.026182998), (1, 0.016465867), (2, 0.9573511)]
1120260766483927045	philippinesEarthquake2019	[(0, 0.03823595), (1, 0.023916893), (2, 0.9378471)]
1120261033627652096	philippinesEarthquake2019	[(0, 0.9008036), (1, 0.03612754), (2, 0.06306881)]
1120261041445691393	philippinesEarthquake2019	[(0, 0.015020947), (2, 0.9776074)]
1120261118742499328	philippinesEarthquake2019	[(0, 0.6564639), (1, 0.026928894), (2, 0.3166072)]
1120261171813044226	philippinesEarthquake2019	[(0, 0.032676864), (1, 0.4863566), (2, 0.48096657)]
1120261191031513088	philippinesEarthquake2019	[(0, 0.78512603), (1, 0.019548265), (2, 0.19532572)]
1120261209620664320	philippinesEarthquake2019	[(0, 0.032842353), (1, 0.9383304), (2, 0.02882727)]
1120261238326472704	philippinesEarthquake2019	[(0, 0.45115364), (1, 0.26674008), (2, 0.28210625)]
1120261253635514368	philippinesEarthquake2019	[(0, 0.9712303), (1, 0.010960297), (2, 0.01780935)]
1120261338394181632	philippinesEarthquake2019	[(0, 0.96867234), (1, 0.011937382), (2, 0.019390335)]
1120261347566948352	philippinesEarthquake2019	[(0, 0.17385), (1, 0.021775153), (2, 0.8043749)]
1120261387404468225	philippinesEarthquake2019	[(0, 0.017635332), (1, 0.010748001), (2, 0.9716166)]
1120261404752109568	philippinesEarthquake2019	[(0, 0.014758924), (1, 0.6825629), (2, 0.30267826)]
1120261407499415552	philippinesEarthquake2019	[(0, 0.55704504), (1, 0.011832791), (2, 0.43112218)]
1120261412423475200	philippinesEarthquake2019	[(0, 0.037028186), (1, 0.021995092), (2, 0.94097674)]
1120261573971337216	philippinesEarthquake2019	[(0, 0.15063626), (1, 0.5076294), (2, 0.34173432)]
1120261601842491398	philippinesEarthquake2019	[(0, 0.5518163), (2, 0.43919268)]
1120261739931508736	philippinesEarthquake2019	[(0, 0.032277845), (1, 0.3509471), (2, 0.61677504)]
1120261744570429440	philippinesEarthquake2019	[(0, 0.16614749), (1, 0.07872605), (2, 0.7551264)]
1120261785972436992	philippinesEarthquake2019	[(0, 0.9325048), (1, 0.021444786), (2, 0.046050373)]
1120261789315264513	philippinesEarthquake2019	[(0, 0.08650962), (1, 0.82679266), (2, 0.08669771)]
1120261802560933888	philippinesEarthquake2019	[(0, 0.059858564), (1, 0.44677222), (2, 0.49336922)]
1120261928314556416	philippinesEarthquake2019	[(0, 0.032548346), (1, 0.20177332), (2, 0.76567835)]
1120261949936340992	philippinesEarthquake2019	[(0, 0.74364686), (1, 0.017885664), (2, 0.2384675)]
1120262063136362496	philippinesEarthquake2019	[(0, 0.016997563), (1, 0.1494043), (2, 0.83359814)]
1120262115955052546	philippinesEarthquake2019	[(0, 0.060691856), (1, 0.036166202), (2, 0.9031419)]
1120262138663063552	philippinesEarthquake2019	[(0, 0.9276624), (1, 0.02688706), (2, 0.0454506)]
1120262157608767488	philippinesEarthquake2019	[(0, 0.021831501), (1, 0.012627813), (2, 0.96554065)]
1120262177003147264	philippinesEarthquake2019	[(0, 0.069184504), (1, 0.043284047), (2, 0.8875314)]
1120262246339203072	philippinesEarthquake2019	[(0, 0.07167214), (1, 0.5354845), (2, 0.39284334)]
1120262323321675776	philippinesEarthquake2019	[(0, 0.4939685), (1, 0.21999262), (2, 0.2860389)]
1120262449788141569	philippinesEarthquake2019	[(0, 0.05193795), (1, 0.0310767), (2, 0.9169854)]
1120262478552653825	philippinesEarthquake2019	[(0, 0.123012476), (1, 0.5808079), (2, 0.2961796)]
1120262513289883648	philippinesEarthquake2019	[(0, 0.031627577), (1, 0.01984825), (2, 0.9485242)]
1120262572563816449	philippinesEarthquake2019	[(0, 0.08370051), (2, 0.9073468)]
1120262577408233473	philippinesEarthquake2019	[(0, 0.024947912), (1, 0.014437659), (2, 0.96061444)]
1120262801199489024	philippinesEarthquake2019	[(0, 0.28277886), (1, 0.5090882), (2, 0.20813295)]
1120262807335784448	philippinesEarthquake2019	[(0, 0.086365156), (1, 0.054247774), (2, 0.8593871)]
1120262878098001921	philippinesEarthquake2019	[(0, 0.11601074), (1, 0.020200428), (2, 0.8637888)]
1120262896347303936	philippinesEarthquake2019	[(0, 0.014286001), (1, 0.52493626), (2, 0.46077773)]
1120262900210262017	philippinesEarthquake2019	[(0, 0.03380112), (1, 0.7482501), (2, 0.21794872)]
1120262987376287745	philippinesEarthquake2019	[(0, 0.094532445), (1, 0.79040205), (2, 0.11506546)]
1120262986055086080	philippinesEarthquake2019	[(0, 0.029344194), (1, 0.014397315), (2, 0.9562585)]
1120263009396510720	philippinesEarthquake2019	[(0, 0.023971317), (1, 0.7980433), (2, 0.17798536)]
1120263053214474241	philippinesEarthquake2019	[(0, 0.90107584), (1, 0.036130957), (2, 0.06279321)]
1120263113553526784	philippinesEarthquake2019	[(0, 0.01695737), (1, 0.4682961), (2, 0.51474655)]
1120263162907881477	philippinesEarthquake2019	[(0, 0.030881109), (1, 0.19197206), (2, 0.7771468)]
1120263173217456128	philippinesEarthquake2019	[(0, 0.018485254), (1, 0.24636784), (2, 0.73514694)]
1120263176824578052	philippinesEarthquake2019	[(0, 0.6352198), (1, 0.25817904), (2, 0.10660112)]
1120263233107939329	philippinesEarthquake2019	[(0, 0.0144509515), (1, 0.702625), (2, 0.28292412)]
1120263315911921664	philippinesEarthquake2019	[(0, 0.025282945), (1, 0.44288185), (2, 0.5318352)]
1120263359239077888	philippinesEarthquake2019	[(0, 0.012988959), (1, 0.7681523), (2, 0.21885878)]
1120263444039471104	philippinesEarthquake2019	[(0, 0.048716836), (1, 0.030708544), (2, 0.92057467)]
1120263558036635648	philippinesEarthquake2019	[(0, 0.024593174), (1, 0.3633393), (2, 0.6120675)]
1120263569474379777	philippinesEarthquake2019	[(0, 0.032022264), (1, 0.017762376), (2, 0.9502154)]
1120263570682368000	philippinesEarthquake2019	[(0, 0.033232767), (1, 0.8019986), (2, 0.1647686)]
1120263685694377987	philippinesEarthquake2019	[(0, 0.013927464), (1, 0.18881011), (2, 0.79726243)]
1120263862807228417	philippinesEarthquake2019	[(0, 0.050092995), (1, 0.381882), (2, 0.568025)]
1120263910467092480	philippinesEarthquake2019	[(0, 0.02732721), (1, 0.016625555), (2, 0.95604724)]
1120264052897398785	philippinesEarthquake2019	[(0, 0.9697908), (1, 0.01137121), (2, 0.018837953)]
1120264122598170624	philippinesEarthquake2019	[(0, 0.26497295), (1, 0.30076498), (2, 0.43426204)]
1120264229423022080	philippinesEarthquake2019	[(0, 0.075004235), (1, 0.04366636), (2, 0.88132936)]
1120264249463304192	philippinesEarthquake2019	[(0, 0.16296093), (1, 0.6670346), (2, 0.17000446)]
1120264250352521216	philippinesEarthquake2019	[(0, 0.019870229), (1, 0.544557), (2, 0.43557283)]
1120264282183098369	philippinesEarthquake2019	[(0, 0.0134407515), (1, 0.73695886), (2, 0.24960035)]
1120264341545078784	philippinesEarthquake2019	[(0, 0.100532085), (1, 0.015319988), (2, 0.88414794)]
1120264342740639744	philippinesEarthquake2019	[(0, 0.019204143), (2, 0.97086376)]
1120264413095714816	philippinesEarthquake2019	[(0, 0.05884853), (1, 0.03604259), (2, 0.90510887)]
1120264504229556226	philippinesEarthquake2019	[(0, 0.67699564), (2, 0.31428015)]
1120264509526953985	philippinesEarthquake2019	[(0, 0.8507259), (1, 0.11697248), (2, 0.03230165)]
1120264527508013056	philippinesEarthquake2019	[(0, 0.01586249), (1, 0.010171098), (2, 0.97396636)]
1120264659162943490	philippinesEarthquake2019	[(0, 0.019067928), (1, 0.6347369), (2, 0.34619522)]
1120264665005641728	philippinesEarthquake2019	[(0, 0.018109826), (1, 0.3151166), (2, 0.66677356)]
1120264681707360256	philippinesEarthquake2019	[(0, 0.04415121), (1, 0.027293168), (2, 0.9285556)]
1120264766264496128	philippinesEarthquake2019	[(0, 0.640161), (1, 0.3021431), (2, 0.057695944)]
1120264946359488512	philippinesEarthquake2019	[(0, 0.02052567), (1, 0.012587945), (2, 0.96688634)]
1120264965959475200	philippinesEarthquake2019	[(0, 0.07271738), (1, 0.38063446), (2, 0.5466482)]
1120264985454579713	philippinesEarthquake2019	[(0, 0.02677311), (1, 0.016441332), (2, 0.95678556)]
1120265088202444800	philippinesEarthquake2019	[(0, 0.016968705), (1, 0.8707897), (2, 0.112241596)]
1120265166464090112	philippinesEarthquake2019	[(0, 0.11914083), (1, 0.85241127), (2, 0.028447906)]
1120265214220365824	philippinesEarthquake2019	[(0, 0.20149893), (1, 0.7575735), (2, 0.040927615)]
1120265442528862209	philippinesEarthquake2019	[(0, 0.13697292), (1, 0.67421436), (2, 0.18881273)]
1120265457322401792	philippinesEarthquake2019	[(0, 0.82329905), (1, 0.012537559), (2, 0.16416346)]
1120265614260445184	philippinesEarthquake2019	[(0, 0.2060085), (1, 0.625574), (2, 0.16841747)]
1120265629032828928	philippinesEarthquake2019	[(0, 0.01670518), (1, 0.90999234), (2, 0.07330244)]
1120265643444412418	philippinesEarthquake2019	[(0, 0.06976066), (1, 0.043447845), (2, 0.8867915)]
1120265719067758592	philippinesEarthquake2019	[(0, 0.016372861), (1, 0.11532848), (2, 0.8682986)]
1120265832846647296	philippinesEarthquake2019	[(0, 0.025239212), (1, 0.015714465), (2, 0.95904636)]
1120265850278354944	philippinesEarthquake2019	[(0, 0.9363039), (1, 0.02384055), (2, 0.03985553)]
1120266102645252096	philippinesEarthquake2019	[(0, 0.031084424), (1, 0.14230765), (2, 0.82660794)]
1120266161814261761	philippinesEarthquake2019	[(0, 0.15590364), (1, 0.4798365), (2, 0.3642599)]
1120266246195429376	philippinesEarthquake2019	[(0, 0.16778609), (1, 0.015498032), (2, 0.8167159)]
1120266251723472896	philippinesEarthquake2019	[(0, 0.37645695), (1, 0.42196003), (2, 0.20158303)]
1120266255494078464	philippinesEarthquake2019	[(0, 0.9193226), (1, 0.030744428), (2, 0.04993296)]
1120266343725449216	philippinesEarthquake2019	[(0, 0.037962772), (1, 0.12858531), (2, 0.83345187)]
1120266356459368448	philippinesEarthquake2019	[(0, 0.015608088), (1, 0.91147155), (2, 0.072920345)]
1120266360615915520	philippinesEarthquake2019	[(0, 0.120309085), (1, 0.07516215), (2, 0.8045288)]
1120266457688838144	philippinesEarthquake2019	[(0, 0.89849484), (2, 0.093820035)]
1120266475254763520	philippinesEarthquake2019	[(0, 0.37582308), (1, 0.19189574), (2, 0.4322812)]
1120266516383981568	philippinesEarthquake2019	[(0, 0.013472115), (2, 0.97825056)]
