id,content.event,Partly,TheWhole
295084197155074048,queenslandFloods2013,[],[]
295085275087003648,queenslandFloods2013,[],[]
295109748876005376,queenslandFloods2013,[],[]
295120154956820480,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295143408140427264,queenslandFloods2013,[],[]
295163796685717504,queenslandFloods2013,[],[]
295233594073444353,queenslandFloods2013,[],[]
295247082955083777,queenslandFloods2013,[],[]
295276862538645504,queenslandFloods2013,[],[]
295294411494002688,queenslandFloods2013,['SubEvent37'],[]
295311247438647297,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295335339529228288,queenslandFloods2013,['SubEvent34'],[]
295341916160139264,queenslandFloods2013,[],[]
295345078694727681,queenslandFloods2013,[],[]
295359003763040256,queenslandFloods2013,['SubEvent35'],[]
295359125414637568,queenslandFloods2013,['SubEvent35'],[]
295359268012556288,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295365962134343680,queenslandFloods2013,['SubEvent37'],[]
295368910738444288,queenslandFloods2013,[],[]
295369619538067456,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295379857859305473,queenslandFloods2013,[],[]
295382131167854593,queenslandFloods2013,[],[]
295390037409935360,queenslandFloods2013,[],[]
295415245181161472,queenslandFloods2013,[],[]
295424011297488897,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295426657886552064,queenslandFloods2013,[],[]
295432240534532096,queenslandFloods2013,['SubEvent34'],['SubEvent37']
295434299916820480,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295436468376178688,queenslandFloods2013,[],[]
295472887509417984,queenslandFloods2013,[],[]
295479883608514561,queenslandFloods2013,[],[]
295513568051339264,queenslandFloods2013,[],[]
295558723965960193,queenslandFloods2013,[],[]
295559353078001664,queenslandFloods2013,[],[]
295598964097576960,queenslandFloods2013,['SubEvent34'],[]
295605876327329793,queenslandFloods2013,['SubEvent37'],['SubEvent34']
295612754973323264,queenslandFloods2013,[],[]
295628391342800896,queenslandFloods2013,['SubEvent34'],[]
295647806755045376,queenslandFloods2013,[],[]
295654739939577857,queenslandFloods2013,['SubEvent34'],[]
295673287172829184,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295677397582376961,queenslandFloods2013,[],[]
295682581754683393,queenslandFloods2013,[],[]
295683886191620097,queenslandFloods2013,[],[]
295688655106887681,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295691196850913280,queenslandFloods2013,['SubEvent37'],[]
295692690023137280,queenslandFloods2013,[],[]
295693944132624384,queenslandFloods2013,[],[]
295698209702039553,queenslandFloods2013,[],[]
295699161830023169,queenslandFloods2013,[],[]
295707143577939968,queenslandFloods2013,[],[]
295709433688907776,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295717868413276160,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295744682611318787,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295745215283736576,queenslandFloods2013,[],[]
295745668264382465,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295746213515497472,queenslandFloods2013,['SubEvent37'],[]
295761480815632384,queenslandFloods2013,['SubEvent34'],[]
295769764561817600,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295772817998376960,queenslandFloods2013,['SubEvent37'],[]
295786793436069888,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
295793122632421376,queenslandFloods2013,['SubEvent37'],[]
295812462547193856,queenslandFloods2013,[],[]
295814861710057472,queenslandFloods2013,[],[]
295831487931105280,queenslandFloods2013,[],[]
295844821615116288,queenslandFloods2013,[],[]
295978598957989888,queenslandFloods2013,[],[]
296017710838591488,queenslandFloods2013,[],[]
296062078182113280,queenslandFloods2013,[],[]
296085503378350080,queenslandFloods2013,[],[]
296087323702075392,queenslandFloods2013,[],[]
296100644782239746,queenslandFloods2013,[],[]
296108127441526785,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
296108676912136193,queenslandFloods2013,[],[]
296115220009603074,queenslandFloods2013,[],[]
296116331495960577,queenslandFloods2013,[],[]
296148417904787456,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
296149839811575808,queenslandFloods2013,[],[]
296171822137876482,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
296182265971609600,queenslandFloods2013,[],[]
296190734246223872,queenslandFloods2013,[],[]
296212376880041984,queenslandFloods2013,['SubEvent36'],[]
296253212598620161,queenslandFloods2013,[],[]
296261118857457665,queenslandFloods2013,"['SubEvent34', 'SubEvent37']",[]
296280127459966976,queenslandFloods2013,[],[]
296371022217744384,queenslandFloods2013,[],[]
296372330844803072,queenslandFloods2013,[],[]
296378274177748992,queenslandFloods2013,[],[]
296380157403463681,queenslandFloods2013,[],[]
296394933965824000,queenslandFloods2013,[],[]
296407927907041280,queenslandFloods2013,[],[]
296425892115267584,queenslandFloods2013,[],[]
296484767535345664,queenslandFloods2013,[],[]
296644994155040768,queenslandFloods2013,[],[]
296708378489651201,queenslandFloods2013,[],[]
296965606769565696,queenslandFloods2013,[],[]
297087958786392065,queenslandFloods2013,[],[]
297242577613250561,queenslandFloods2013,[],[]
297613274399272960,queenslandFloods2013,[],[]
298204356677890048,queenslandFloods2013,[],[]
323874466063085568,bostonBombings2013,[],[]
323874558325161984,bostonBombings2013,[],[]
323875384603058176,bostonBombings2013,['SubEvent38'],[]
323875539788128256,bostonBombings2013,['SubEvent38'],[]
323876642911031297,bostonBombings2013,['SubEvent38'],[]
323877544694784000,bostonBombings2013,['SubEvent38'],[]
323879553741234176,bostonBombings2013,['SubEvent38'],[]
323880648479748096,bostonBombings2013,[],[]
323881852215631873,bostonBombings2013,[],[]
323883827762180097,bostonBombings2013,[],[]
323887460008468480,bostonBombings2013,[],[]
323888860910194688,bostonBombings2013,['SubEvent38'],[]
323890286981967872,bostonBombings2013,['SubEvent38'],[]
323891427815878656,bostonBombings2013,[],[]
323894003143700480,bostonBombings2013,[],[]
323895773127393281,bostonBombings2013,[],[]
323895987028504577,bostonBombings2013,[],[]
323896037381111810,bostonBombings2013,[],[]
323896414839111681,bostonBombings2013,[],[]
323903763280711683,bostonBombings2013,[],[]
323908469285588993,bostonBombings2013,['SubEvent38'],[]
323908842566086656,bostonBombings2013,[],[]
323909568176472064,bostonBombings2013,['SubEvent38'],[]
323916316836765697,bostonBombings2013,[],[]
323919991013527552,bostonBombings2013,[],[]
323935711264907265,bostonBombings2013,['SubEvent38'],[]
323938127209197568,bostonBombings2013,['SubEvent38'],[]
323942820635373568,bostonBombings2013,[],[]
323951397974470658,bostonBombings2013,[],[]
324167417217564674,bostonBombings2013,[],[]
324340772008763394,bostonBombings2013,[],['SubEvent42']
324567776138248192,bostonBombings2013,[],[]
324579952173404161,bostonBombings2013,['SubEvent47'],[]
324651821589229568,bostonBombings2013,[],[]
324996958278270976,bostonBombings2013,['SubEvent45'],[]
324998724059291648,bostonBombings2013,[],['SubEvent45']
324999512588435456,bostonBombings2013,['SubEvent45'],[]
325014511457280001,bostonBombings2013,[],['SubEvent45']
325040650326257665,bostonBombings2013,['SubEvent45'],[]
325070396363767811,bostonBombings2013,[],[]
325133277369364483,bostonBombings2013,['SubEvent47'],[]
325143326909136896,bostonBombings2013,['SubEvent47'],['SubEvent46']
325158602560118784,bostonBombings2013,['SubEvent47'],[]
325187727790321664,bostonBombings2013,[],[]
325207508127977473,bostonBombings2013,['SubEvent48'],[]
325210305724563456,bostonBombings2013,[],['SubEvent47']
325213891854483456,bostonBombings2013,['SubEvent48'],[]
325221353546477568,bostonBombings2013,"['SubEvent48', 'SubEvent57']",[]
325237988156121089,bostonBombings2013,['SubEvent45'],[]
325247211418034176,bostonBombings2013,"['SubEvent47', 'SubEvent49']",[]
325330736779497472,bostonBombings2013,[],['SubEvent49']
325392887980363776,bostonBombings2013,['SubEvent50'],[]
325396675428495361,bostonBombings2013,['SubEvent47'],[]
325410667643416576,bostonBombings2013,['SubEvent47'],[]
329614840832327682,bostonBombings2013,[],['SubEvent56']
347834360541614080,albertaFloods2013,['SubEvent62'],[]
347914811511808001,albertaFloods2013,"['SubEvent62', 'SubEvent63', 'SubEvent64']",[]
347952103056093184,albertaFloods2013,[],[]
347994553594298369,albertaFloods2013,[],[]
348089730736463872,albertaFloods2013,[],[]
348177437844176896,albertaFloods2013,[],[]
348194420568489984,albertaFloods2013,"['SubEvent62', 'SubEvent63', 'SubEvent64']",[]
348572415439278082,albertaFloods2013,[],[]
348868147421536256,albertaFloods2013,[],[]
348905854227054594,albertaFloods2013,[],[]
348913546568015872,albertaFloods2013,[],[]
348942877352669186,albertaFloods2013,[],[]
348965090374057985,albertaFloods2013,[],[]
348972807918600192,albertaFloods2013,[],[]
349199627486117891,albertaFloods2013,"['SubEvent62', 'SubEvent63', 'SubEvent64']",[]
349886910312886276,albertaFloods2013,[],[]
352832884589072384,albertaFloods2013,[],[]
353325488816664576,albertaFloods2013,[],[]
368967734542864384,manilaFloods2013,"['SubEvent65', 'SubEvent66']",[]
369116846261166080,manilaFloods2013,"['SubEvent65', 'SubEvent66']",[]
369674277651353601,manilaFloods2013,[],[]
369676118921469952,manilaFloods2013,[],[]
369715109175623680,manilaFloods2013,[],[]
369719022465454081,manilaFloods2013,['SubEvent66'],[]
390763154252124160,australiaBushfire2013,[],[]
390797212013572096,australiaBushfire2013,[],[]
391050350834487296,australiaBushfire2013,[],[]
391067446833975296,australiaBushfire2013,[],[]
391335295070646272,australiaBushfire2013,[],[]
391395655291117569,australiaBushfire2013,[],[]
389917091823763456,earthquakeBohol2013,['SubEvent71'],[]
390389747950309376,earthquakeBohol2013,['SubEvent71'],[]
391995818275639298,earthquakeBohol2013,[],[]
392057621320302593,earthquakeBohol2013,[],[]
392151418540281856,australiaBushfire2013,[],[]
392157382844760064,australiaBushfire2013,[],[]
392166220264636416,australiaBushfire2013,[],[]
392598602645643264,australiaBushfire2013,[],[]
392603065389301760,australiaBushfire2013,[],[]
392776009126121472,australiaBushfire2013,[],[]
392852450316546048,australiaBushfire2013,"['SubEvent67', 'SubEvent69']",[]
392855734464962561,australiaBushfire2013,['SubEvent68'],[]
392942845960925184,australiaBushfire2013,['SubEvent67'],[]
393169841722376192,australiaBushfire2013,[],[]
393170756072263680,australiaBushfire2013,['SubEvent70'],[]
394270284481847296,australiaBushfire2013,[],[]
395055638520139776,australiaBushfire2013,['SubEvent69'],[]
395654908101132288,australiaBushfire2013,[],[]
398069539570606080,typhoonYolanda2013,[],[]
398388545754132480,typhoonYolanda2013,[],[]
398391037145530368,typhoonYolanda2013,[],[]
398600026748092416,typhoonYolanda2013,[],[]
398617563107573760,typhoonYolanda2013,['SubEvent73'],[]
398680033092329472,typhoonYolanda2013,[],[]
398705551212683264,typhoonYolanda2013,['SubEvent73'],[]
398722122916175872,typhoonYolanda2013,[],[]
398732952621694976,typhoonYolanda2013,[],[]
398991925732077568,typhoonYolanda2013,['SubEvent73'],[]
398993678934753280,typhoonYolanda2013,"['SubEvent73', 'SubEvent74', 'SubEvent76', 'SubEvent79', 'SubEvent80', 'SubEvent83', 'SubEvent84', 'SubEvent91', 'SubEvent94', 'SubEvent95', 'SubEvent96', 'SubEvent97']",[]
398996111626878976,typhoonYolanda2013,"['SubEvent73', 'SubEvent75']",[]
399353147568963584,typhoonYolanda2013,"['SubEvent73', 'SubEvent74', 'SubEvent83']",['SubEvent76']
399354091282788352,typhoonYolanda2013,"['SubEvent73', 'SubEvent74', 'SubEvent83']",['SubEvent76']
399358092640411648,typhoonYolanda2013,['SubEvent78'],[]
399378208547545088,typhoonYolanda2013,[],[]
399388090319384577,typhoonYolanda2013,['SubEvent73'],[]
399464246305497088,typhoonYolanda2013,[],[]
399493765825855488,typhoonYolanda2013,['SubEvent73'],[]
399513701327597568,typhoonYolanda2013,[],[]
399519921484206080,typhoonYolanda2013,"['SubEvent75', 'SubEvent86', 'SubEvent87']",['SubEvent77']
399561826792644608,typhoonYolanda2013,[],[]
399564922180214785,typhoonYolanda2013,[],[]
399575336616493056,typhoonYolanda2013,[],[]
399606173177225216,typhoonYolanda2013,['SubEvent78'],[]
399609377587732480,typhoonYolanda2013,['SubEvent78'],[]
399625198535593984,typhoonYolanda2013,[],[]
399628956615180288,typhoonYolanda2013,['SubEvent78'],[]
399644613973385216,typhoonYolanda2013,['SubEvent78'],[]
399686208848023552,typhoonYolanda2013,['SubEvent73'],[]
399798461018931200,typhoonYolanda2013,['SubEvent78'],[]
399859978867339264,typhoonYolanda2013,[],[]
399909391966552064,typhoonYolanda2013,['SubEvent78'],[]
399939012154359809,typhoonYolanda2013,[],[]
399939037328601088,typhoonYolanda2013,[],[]
399956263317929985,typhoonYolanda2013,['SubEvent78'],[]
399994746078515200,typhoonYolanda2013,['SubEvent78'],[]
400150895825920000,typhoonYolanda2013,[],[]
400394563895840768,typhoonYolanda2013,[],[]
400481759281688576,typhoonYolanda2013,['SubEvent78'],[]
400980642403336192,typhoonYolanda2013,['SubEvent86'],[]
401054462141530113,typhoonYolanda2013,"['SubEvent73', 'SubEvent74', 'SubEvent79', 'SubEvent80', 'SubEvent83', 'SubEvent91', 'SubEvent94', 'SubEvent95', 'SubEvent96', 'SubEvent97']",['SubEvent84']
401065275069829120,typhoonYolanda2013,"['SubEvent73', 'SubEvent79', 'SubEvent83', 'SubEvent91', 'SubEvent94', 'SubEvent95', 'SubEvent96', 'SubEvent97']","['SubEvent80', 'SubEvent84']"
401221768738013184,typhoonYolanda2013,['SubEvent78'],[]
402085996696973312,typhoonYolanda2013,[],[]
402807966401069056,typhoonYolanda2013,[],[]
405755639382568960,typhoonYolanda2013,['SubEvent78'],[]
451295348175011840,chileEarthquake2014,[],['SubEvent100']
451613985880563713,chileEarthquake2014,"['SubEvent99', 'SubEvent101']",[]
451885134392729601,chileEarthquake2014,['SubEvent99'],[]
451950643406598144,chileEarthquake2014,[],[]
451963283067514880,chileEarthquake2014,['SubEvent101'],[]
451972967145017344,chileEarthquake2014,['SubEvent99'],[]
452239020819365888,chileEarthquake2014,['SubEvent99'],[]
452282875459551232,chileEarthquake2014,['SubEvent99'],[]
452300887017287682,chileEarthquake2014,[],[]
452313787962372096,chileEarthquake2014,['SubEvent99'],[]
456611206602575872,chileEarthquake2014,['SubEvent99'],[]
456633664768458754,chileEarthquake2014,[],[]
456654341324013568,chileEarthquake2014,['SubEvent99'],[]
541138602248245248,typhoonHagupit2014,['SubEvent102'],[]
541144337216573441,typhoonHagupit2014,['SubEvent102'],['SubEvent103']
541148745287872513,typhoonHagupit2014,['SubEvent103'],[]
541169405367816193,typhoonHagupit2014,['SubEvent102'],[]
541182358615883776,typhoonHagupit2014,"['SubEvent102', 'SubEvent103']",[]
541219912686243841,typhoonHagupit2014,[],[]
541264591309651968,typhoonHagupit2014,[],[]
541273066186473473,typhoonHagupit2014,[],[]
541290681386684417,typhoonHagupit2014,[],[]
541349011085479937,typhoonHagupit2014,[],[]
541352860060250113,typhoonHagupit2014,['SubEvent103'],[]
541354619822436352,typhoonHagupit2014,[],[]
541354647043051520,typhoonHagupit2014,['SubEvent102'],[]
541356925263548416,typhoonHagupit2014,[],[]
541357269594959872,typhoonHagupit2014,[],[]
541357481222361091,typhoonHagupit2014,"['SubEvent102', 'SubEvent103']",[]
541360043782705152,typhoonHagupit2014,[],[]
541362317716238337,typhoonHagupit2014,[],[]
541367113298886656,typhoonHagupit2014,[],[]
541368872151318528,typhoonHagupit2014,[],[]
541375536157978626,typhoonHagupit2014,['SubEvent103'],[]
541377406926200834,typhoonHagupit2014,[],[]
541377638917361664,typhoonHagupit2014,[],[]
541378678387511296,typhoonHagupit2014,[],[]
541384788662169600,typhoonHagupit2014,[],[]
541385169391734785,typhoonHagupit2014,[],[]
541385338157924353,typhoonHagupit2014,[],[]
541386935982637057,typhoonHagupit2014,[],[]
541387452540129280,typhoonHagupit2014,[],[]
541388133179219968,typhoonHagupit2014,['SubEvent102'],[]
541388683002138624,typhoonHagupit2014,[],[]
541389716399357953,typhoonHagupit2014,['SubEvent103'],[]
541395365518643200,typhoonHagupit2014,[],[]
541399505829380097,typhoonHagupit2014,[],[]
541399615879143425,typhoonHagupit2014,[],[]
541400774320742401,typhoonHagupit2014,[],[]
541401108204093442,typhoonHagupit2014,['SubEvent103'],[]
541401134460436480,typhoonHagupit2014,[],[]
541403354576855041,typhoonHagupit2014,['SubEvent103'],[]
541403738020143104,typhoonHagupit2014,[],[]
541403989103767552,typhoonHagupit2014,[],[]
541404491040313345,typhoonHagupit2014,[],[]
541404680216399873,typhoonHagupit2014,[],[]
541405226407043072,typhoonHagupit2014,[],[]
541407777973739520,typhoonHagupit2014,['SubEvent103'],[]
541407936489467904,typhoonHagupit2014,[],[]
541408416837541888,typhoonHagupit2014,[],[]
541409395448356866,typhoonHagupit2014,[],[]
541411512170995713,typhoonHagupit2014,[],[]
541412315040456704,typhoonHagupit2014,[],[]
541413182288310272,typhoonHagupit2014,[],[]
541414385093074945,typhoonHagupit2014,[],[]
541414643953307648,typhoonHagupit2014,[],[]
541414860328665088,typhoonHagupit2014,[],[]
541415962646282240,typhoonHagupit2014,[],[]
541416012793786368,typhoonHagupit2014,[],[]
541417008030416896,typhoonHagupit2014,['SubEvent102'],[]
541417983105462273,typhoonHagupit2014,[],[]
541419166050168832,typhoonHagupit2014,[],[]
541419520376995841,typhoonHagupit2014,[],[]
541421193681989632,typhoonHagupit2014,[],[]
541421366507868160,typhoonHagupit2014,['SubEvent102'],[]
541424839702368256,typhoonHagupit2014,[],[]
541425691405717506,typhoonHagupit2014,[],[]
541430060717453312,typhoonHagupit2014,[],[]
541430161128714240,typhoonHagupit2014,[],[]
541430343228604416,typhoonHagupit2014,['SubEvent104'],[]
541430831466553344,typhoonHagupit2014,[],[]
541431327426220032,typhoonHagupit2014,[],[]
541431499120074752,typhoonHagupit2014,['SubEvent102'],[]
541432782677737473,typhoonHagupit2014,[],[]
541432827028713472,typhoonHagupit2014,['SubEvent103'],[]
541433186383720449,typhoonHagupit2014,[],[]
541433342025924608,typhoonHagupit2014,[],[]
541433596523712512,typhoonHagupit2014,['SubEvent103'],[]
541441429696815104,typhoonHagupit2014,['SubEvent102'],[]
541442089146277888,typhoonHagupit2014,[],[]
541445576391274496,typhoonHagupit2014,['SubEvent103'],[]
541447060797407232,typhoonHagupit2014,[],[]
541448307189350400,typhoonHagupit2014,[],[]
541448778050318337,typhoonHagupit2014,[],[]
541448871537573888,typhoonHagupit2014,[],[]
541449740630495232,typhoonHagupit2014,[],[]
541452221372964864,typhoonHagupit2014,[],[]
541452773074554882,typhoonHagupit2014,"['SubEvent102', 'SubEvent103']",[]
541454669953126400,typhoonHagupit2014,[],[]
541457069191081985,typhoonHagupit2014,[],[]
541458669477445634,typhoonHagupit2014,['SubEvent103'],[]
541459753940316160,typhoonHagupit2014,['SubEvent103'],[]
541460152709181440,typhoonHagupit2014,[],[]
541462559182700544,typhoonHagupit2014,"['SubEvent104', 'SubEvent105']",['SubEvent103']
541476187088769024,typhoonHagupit2014,[],[]
541486378341502976,typhoonHagupit2014,['SubEvent102'],[]
541486423224766464,typhoonHagupit2014,[],[]
541489265637875712,typhoonHagupit2014,[],[]
541498756244307969,typhoonHagupit2014,[],[]
541499386954805248,typhoonHagupit2014,[],[]
541499975835070465,typhoonHagupit2014,[],[]
541506882654175232,typhoonHagupit2014,[],[]
541511256025616384,typhoonHagupit2014,['SubEvent102'],[]
541518553019473921,typhoonHagupit2014,[],[]
541526892503764992,typhoonHagupit2014,[],[]
541528039914344448,typhoonHagupit2014,[],[]
541528742234165248,typhoonHagupit2014,['SubEvent103'],[]
541529975770611712,typhoonHagupit2014,[],[]
541532134725664768,typhoonHagupit2014,['SubEvent103'],[]
541532931420725249,typhoonHagupit2014,[],['SubEvent103']
541533090670460929,typhoonHagupit2014,[],[]
541545605017772032,typhoonHagupit2014,[],[]
541547390587523072,typhoonHagupit2014,[],[]
541548694512758784,typhoonHagupit2014,[],[]
541552350935412736,typhoonHagupit2014,[],[]
541552716535709697,typhoonHagupit2014,[],[]
541555112804487169,typhoonHagupit2014,['SubEvent102'],[]
541558675307909120,typhoonHagupit2014,[],[]
541561620376211457,typhoonHagupit2014,[],[]
541564323886534656,typhoonHagupit2014,[],[]
541580587941625856,typhoonHagupit2014,[],[]
541589570450886656,typhoonHagupit2014,[],[]
541590506917339136,typhoonHagupit2014,[],[]
541593976848281601,typhoonHagupit2014,[],[]
541594133823889408,typhoonHagupit2014,[],[]
541595570448515072,typhoonHagupit2014,[],[]
541596635562643457,typhoonHagupit2014,[],[]
541598294644772865,typhoonHagupit2014,[],[]
541601130736668674,typhoonHagupit2014,[],[]
541601305551073280,typhoonHagupit2014,[],[]
541602722127294464,typhoonHagupit2014,[],[]
541603051438477313,typhoonHagupit2014,[],[]
541607738824851456,typhoonHagupit2014,[],[]
541608395808460801,typhoonHagupit2014,[],[]
541609270534352897,typhoonHagupit2014,[],[]
541611105047425024,typhoonHagupit2014,[],[]
541614141652213763,typhoonHagupit2014,[],[]
541614453758767104,typhoonHagupit2014,[],[]
541616992407814146,typhoonHagupit2014,[],[]
541628976113135616,typhoonHagupit2014,[],[]
541630094398472193,typhoonHagupit2014,[],[]
541636670211117056,typhoonHagupit2014,[],[]
541636805138075648,typhoonHagupit2014,[],[]
541639395791478784,typhoonHagupit2014,[],[]
541641546072719360,typhoonHagupit2014,[],[]
541643915993284608,typhoonHagupit2014,[],[]
541660476762230784,typhoonHagupit2014,[],[]
541669476496728064,typhoonHagupit2014,[],[]
541684330167541761,typhoonHagupit2014,[],[]
541702455688302592,typhoonHagupit2014,[],[]
541713820876808193,typhoonHagupit2014,[],[]
541720194331475968,typhoonHagupit2014,[],[]
541721419378225152,typhoonHagupit2014,[],[]
541723029471260672,typhoonHagupit2014,[],[]
541737108562391040,typhoonHagupit2014,[],[]
541739845911982081,typhoonHagupit2014,[],[]
541741321027739648,typhoonHagupit2014,[],[]
541742627033341953,typhoonHagupit2014,[],[]
541743692231348224,typhoonHagupit2014,[],[]
541746354339741696,typhoonHagupit2014,[],[]
541750883361374208,typhoonHagupit2014,[],[]
541751387877408768,typhoonHagupit2014,[],[]
541753205822988288,typhoonHagupit2014,[],[]
541754232194342912,typhoonHagupit2014,[],[]
